[0]     ItemNum                 !ERROR! 7       item: ItemName                        ("name 'NoMatchError' is not defined",)
[1]     *crv 36 pk              !ERROR! 10      item: CRV $1.80                       ("name 'NoMatchError' is not defined",)
[2]     *crv05                  !ERROR! 6       item: CRV 5 cents                     ("name 'NoMatchError' is not defined",)
[3]     *crv1.75                !ERROR! 8       item: CRV $1.75                       ('EAN code can only contain numbers.',)
[4]     *crv10                  !ERROR! 6       item: CRV 10 cents                    ("name 'NoMatchError' is not defined",)
[5]     *crv100                 !ERROR! 7       item: CRV 1.00 cents                  ("name 'NoMatchError' is not defined",)
[6]     *crv120                 !ERROR! 7       item: CRV 1.20 cents                  ("name 'NoMatchError' is not defined",)
[7]     *crv150                 !ERROR! 7       item: CRV 1.50 cents                  ("name 'NoMatchError' is not defined",)
[8]     *crv20                  !ERROR! 6       item: CRV 20 cents                    ("name 'NoMatchError' is not defined",)
[9]     *crv200                 !ERROR! 7       item: CRV 2.00                        ("name 'NoMatchError' is not defined",)
[10]    *crv30                  !ERROR! 6       item: CRV 30 cents                    ("name 'NoMatchError' is not defined",)
[11]    *crv40                  !ERROR! 6       item: CRV 40 cents                    ("name 'NoMatchError' is not defined",)
[12]    *crv45                  !ERROR! 6       item: CRV 45 cents                    ("name 'NoMatchError' is not defined",)
[13]    *crv60                  !ERROR! 6       item: CRV 60 cents                    ("name 'NoMatchError' is not defined",)
[14]    *crv75                  !ERROR! 6       item: CRV 75 cents                    ("name 'NoMatchError' is not defined",)
[15]    *crv90                  !ERROR! 6       item: CRV 90 cents                    ("name 'NoMatchError' is not defined",)
[3917]  635985129981            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3918]  635985132158            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3919]  635985132172            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3920]  635985132173            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3921]  635985132196            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3922]  635985190028            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3923]  635985200253            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3924]  635985200284            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3925]  635985200321            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3926]  635985224136            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3927]  635985245834            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3928]  635985245957            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3929]  635985249856            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3930]  635985258759            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3931]  635985258919            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3932]  635985259107            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3933]  635985260011            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3934]  635985260356            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3935]  635985260387            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3936]  635985260394            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3937]  635985260448            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3938]  635985260660            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3939]  635985260684            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3940]  635985260707            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3941]  635985260868            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3942]  635985260875            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3943]  635985260899            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3944]  635985500018            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3945]  635985548904            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3946]  635985548911            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3947]  635985606116            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3948]  635985800064            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3949]  635985800170            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3950]  635985800217            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3951]  635985800262            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3952]  635985800293            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3953]  635985800347            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3954]  635985800361            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3955]  635985800385            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3956]  635985800613            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3957]  635985800644            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3958]  635985800712            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3959]  635985800736            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3960]  635985800804            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3961]  635985800828            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3962]  635985800866            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3963]  635985800880            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3964]  635985800927            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3965]  635985800996            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3966]  635985801009            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3967]  635985801023            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3968]  635985801085            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3969]  635985801276            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3970]  635985801344            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3971]  635985801573            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3972]  635985801610            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3973]  636251740022            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3974]  636251740947            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3975]  636251740961            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3976]  636251741357            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3977]  636251741524            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3978]  636251741630            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3979]  636251741708            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3980]  636251741753            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3981]  636251742040            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3982]  636251742118            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3983]  636251742149            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3984]  636251743542            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3985]  636251744143            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3986]  636251744433            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3987]  636251744662            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3988]  636251746062            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3989]  636251770005            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3990]  636251770159            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3991]  636251770357            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3992]  636251776120            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3993]  636251780004            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3994]  636251790355            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3995]  636251889011            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3996]  638060074466            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3997]  638632433325            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3998]  640562012938            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[3999]  640562012945            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4000]  640562023941            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4001]  640791521928            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4002]  641018316679            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4003]  641018316716            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4004]  641018316785            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4005]  642860130246            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4006]  642860200529            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4007]  643303996061            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4008]  643485994480            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4009]  643485994503            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4010]  643906998486            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4011]  643906998493            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4012]  643906998929            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4013]  645112290187            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4014]  645112302217            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4015]  645112480205            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4016]  645112490167            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4017]  645112492130            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4018]  645112532126            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4019]  645112602133            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4020]  645112602164            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4021]  645112602362            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4022]  645112602363            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4023]  647541022032            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4024]  648436100064            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4025]  648436101276            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4026]  649188900360            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4027]  649188900384            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4028]  649188900469            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4029]  649188900476            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4030]  652878008635            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4031]  652935100333            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4032]  652935100623            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4033]  657227000339            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4034]  657227000506            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4035]  672156731031            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4036]  672156733035            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4037]  672156738030            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4038]  672438000190            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4039]  672438000213            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4040]  672438000244            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4041]  672438000435            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4042]  672438000688            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4043]  672438000794            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4044]  672438001562            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4045]  672438001685            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4046]  672438001968            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4047]  672438002217            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4048]  672438002637            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4049]  672438002675            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4050]  672438002699            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4051]  672438002729            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4052]  672438003245            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4053]  672438300030            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4054]  672438500102            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4055]  674545000001            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4056]  674545000063            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4057]  674545000070            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4058]  674545000322            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4059]  674545000414            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4060]  674545000421            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4061]  674545000599            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4062]  674545000605            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4063]  674545000612            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4064]  674545000827            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4065]  678112194926            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4066]  678112254187            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4067]  678926321136            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4068]  678926323130            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4069]  678926607124            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4070]  678926701341            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4071]  681421036108            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4072]  681425014010            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4073]  681425059011            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4074]  681732000317            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4075]  682082100023            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4076]  682082100528            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4077]  682082100535            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4078]  682430010271            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4079]  682430010318            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4080]  682430179107            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4081]  682430179152            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4082]  682430179206            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4083]  682430179305            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4084]  682430400102            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4085]  682430611744            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4086]  684746400197            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4087]  684746400494            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4088]  684746400500            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4089]  684746400531            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4090]  684746400548            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4091]  684746400555            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4092]  684746401057            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4093]  686207009147            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4094]  686207009154            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4095]  686207009161            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4096]  686464101110            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4097]  686464495004            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4098]  686464607001            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4099]  686464615006            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4100]  686464618007            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4101]  686464624008            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4102]  686700101249            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4103]  689076741668            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4104]  689076742269            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4105]  689490002291            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4106]  689490002321            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4107]  689490002383            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4108]  689490002444            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4109]  689674013297            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4110]  689674013402            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4111]  689674014751            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4112]  689674020868            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4113]  689674023517            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4114]  689674023623            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4115]  689674026129            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4116]  689674029212            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4117]  689674029441            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4118]  689674038351            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4119]  689768217006            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4120]  689926000211            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4121]  689926000212            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
[4122]  689926001034            ean: ean12      location: /Users/Smashez/Documents/GitHub/Python-Practice/Projects/UPC_Maker/Barcodes                    
